epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,1620.72,0.6706,0.53759,0.89655,0.82434,0.74982,0.79974,0.6817,0.52406,0.58347,0.86503,0.000451066,0.000451066,0.000451066
122,1634.13,0.68865,0.55259,0.90689,0.73863,0.78859,0.7816,0.66793,0.52182,0.59283,0.87254,0.000445567,0.000445567,0.000445567
123,1647.89,0.67045,0.54434,0.89932,0.78522,0.79477,0.82381,0.71171,0.52346,0.56232,0.8663,0.000440067,0.000440067,0.000440067
124,1661.26,0.66384,0.53489,0.89743,0.79613,0.74424,0.79615,0.67338,0.52741,0.62413,0.8706,0.000434568,0.000434568,0.000434568
125,1675.33,0.67828,0.54609,0.90691,0.76117,0.80768,0.81109,0.69718,0.50992,0.56716,0.86393,0.000429068,0.000429068,0.000429068
126,1688.73,0.67096,0.54153,0.90068,0.74321,0.7885,0.79627,0.67911,0.53137,0.59406,0.87088,0.000423569,0.000423569,0.000423569
127,1702.01,0.66822,0.54507,0.89975,0.79123,0.77437,0.80225,0.68986,0.51856,0.57732,0.86516,0.000418069,0.000418069,0.000418069
128,1715.71,0.65408,0.5264,0.8936,0.76574,0.80014,0.79519,0.6863,0.51844,0.57376,0.86485,0.00041257,0.00041257,0.00041257
129,1729.8,0.66796,0.52164,0.89768,0.74123,0.75905,0.76573,0.65224,0.5369,0.63915,0.86831,0.00040707,0.00040707,0.00040707
130,1743.28,0.66284,0.5285,0.89847,0.7935,0.76574,0.80031,0.69007,0.4991,0.58571,0.86146,0.000401571,0.000401571,0.000401571
131,1756.78,0.66075,0.52758,0.90158,0.74153,0.82779,0.80713,0.69045,0.52541,0.56773,0.86573,0.000396071,0.000396071,0.000396071
132,1770.31,0.67663,0.52198,0.90264,0.78768,0.82966,0.83584,0.72156,0.51427,0.54525,0.86146,0.000390572,0.000390572,0.000390572
133,1783.46,0.67525,0.51648,0.9043,0.77106,0.79947,0.80274,0.68327,0.55012,0.57712,0.87574,0.000385073,0.000385073,0.000385073
134,1796.89,0.65134,0.51645,0.89949,0.77794,0.79447,0.79767,0.67917,0.52055,0.59929,0.86987,0.000379573,0.000379573,0.000379573
135,1810.03,0.66978,0.52972,0.90359,0.71363,0.78921,0.78474,0.66921,0.53338,0.59309,0.87044,0.000374074,0.000374074,0.000374074
136,1823.94,0.66207,0.52068,0.9006,0.85087,0.7829,0.85124,0.72422,0.54454,0.55105,0.86885,0.000368574,0.000368574,0.000368574
137,1837.79,0.66095,0.51806,0.89662,0.72508,0.83467,0.79243,0.67546,0.52797,0.56983,0.86303,0.000363075,0.000363075,0.000363075
